state,last_update,lat,long,confirmed,deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
Missouri,2020-06-07T03:53:50Z,38.4561,-92.2884,14951,815,NA,14136,29,243.60367241782714,230065,NA,5.451140391947027,3748.5572132170023,NA,2020-06-07,Jun,7,MO
Montana,2020-06-07T03:53:50Z,46.9219,-110.4544,540,18,472,50,30,50.52499209377439,46754,68,3.3333333333333335,4374.528667319125,12.592592592592593,2020-06-07,Jun,7,MT
Nebraska,2020-06-07T03:53:50Z,41.1254,-98.2681,15572,187,7957,7428,31,805.0008064482777,117547,919,1.2008733624454149,6076.639467992275,5.901618289237092,2020-06-07,Jun,7,NE
Nevada,2020-06-07T03:53:50Z,38.3135,-117.0554,9491,437,522,8532,32,308.1337438753102,171771,NA,4.604362027183647,5576.698063344844,NA,2020-06-07,Jun,7,NV
New Hampshire,2020-06-07T03:53:50Z,43.4525,-71.5639,5019,283,3319,1417,33,369.12255619024927,84009,487,5.638573421000199,6178.445272561596,9.703128113169955,2020-06-07,Jun,7,NH
New Jersey,2020-06-07T03:53:50Z,40.2989,-74.521,163893,12106,27641,124146,34,1845.1868289239478,919448,18023,7.386526575265569,10351.591217931613,10.996808893607415,2020-06-07,Jun,7,NJ
New Mexico,2020-06-07T03:53:50Z,34.8405,-106.2485,8800,392,3206,5202,35,419.6813378677994,224640,1489,4.454545454545454,10713.319970298007,16.920454545454547,2020-06-07,Jun,7,NM
New York,2020-06-07T03:53:50Z,42.1657,-74.9481,377316,30280,67261,279775,36,1939.5729141826528,2437407,89995,8.025103626668363,12529.36159091901,23.851360663210677,2020-06-07,Jun,7,NY
North Carolina,2020-06-07T03:53:50Z,35.6301,-79.8064,34718,1028,18860,14830,37,331.02328318499355,497350,NA,2.961000057607005,4742.048213954045,NA,2020-06-07,Jun,7,NC
North Dakota,2020-06-07T03:53:50Z,47.5289,-99.78399999999999,2816,72,2268,476,38,369.5237395382528,78880,182,2.5568181818181817,10350.863840474922,6.463068181818182,2020-06-07,Jun,7,ND
Ohio,2020-06-07T03:53:50Z,40.3888,-82.7649,38111,2372,NA,35739,39,326.0387882728354,458526,6460,6.22392485109286,3922.6801036863403,16.950486736112932,2020-06-07,Jun,7,OH
Oklahoma,2020-06-07T03:53:50Z,35.5653,-96.9289,7059,347,5867,845,40,178.39402917029213,221601,1026,4.915710440572319,5600.268488194632,14.534636634084148,2020-06-07,Jun,7,OK
Oregon,2020-06-07T03:53:50Z,44.571999999999996,-122.0709,4570,161,2237,2172,41,108.35194323401387,146159,819,3.5229759299781183,3465.3417223501606,17.921225382932167,2020-06-07,Jun,7,OR
Pennsylvania,2020-06-07T03:53:50Z,40.5908,-77.2098,79505,5931,52560,21014,42,621.0363092797534,510828,NA,7.459908181875353,3990.223706644335,NA,2020-06-07,Jun,7,PA
Rhode Island,2020-06-07T03:53:50Z,41.6809,-71.5118,15441,772,1336,13333,44,1457.5767844955592,170739,1775,4.999676186775468,16117.168746064845,11.495369470889191,2020-06-07,Jun,7,RI
South Carolina,2020-06-07T03:53:50Z,33.8569,-80.945,13453,539,7347,5567,45,261.2885470041645,231299,1814,4.006541291905151,4492.364501116201,13.483981268118635,2020-06-07,Jun,7,SC
South Dakota,2020-06-07T03:53:50Z,44.2998,-99.4388,5367,65,4273,1029,46,606.6744361386703,55458,474,1.2111049003167504,6268.856135527926,8.831749580771382,2020-06-07,Jun,7,SD
Tennessee,2020-06-07T03:53:50Z,35.7478,-86.6923,26177,417,17124,8636,47,383.31136386333105,491421,1923,1.5930014898575084,7195.906854913933,7.34614356114146,2020-06-07,Jun,7,TN
Texas,2020-06-07T03:53:50Z,31.0545,-97.5635,74470,1833,48895,23742,48,256.82958210512726,1093277,NA,2.4613938498724317,3770.456224454777,NA,2020-06-07,Jun,7,TX
Utah,2020-06-07T03:53:50Z,40.15,-111.8624,11798,121,6939,4738,49,368.00232566989337,235149,890,1.0255975589082895,7334.749862599572,7.543651466350229,2020-06-07,Jun,7,UT
Vermont,2020-06-07T03:53:50Z,44.0459,-72.7107,1046,55,888,103,50,167.6311601646824,40083,NA,5.258126195028681,6423.670930096524,NA,2020-06-07,Jun,7,VT
Virginia,2020-06-07T03:53:50Z,37.7693,-78.17,49397,1461,6382,41554,51,578.7228638352278,371131,7553,2.9576694940988317,4348.077720874384,15.290402251148855,2020-06-07,Jun,7,VA
Washington,2020-06-07T03:53:50Z,47.4009,-121.4905,23442,1153,NA,22289,53,307.84411547214125,390863,3639,4.918522310383073,5132.875800093317,15.523419503455337,2020-06-07,Jun,7,WA
West Virginia,2020-06-07T03:53:50Z,38.4912,-80.9545,2136,84,1446,606,54,119.18665154141931,109723,NA,3.932584269662921,6122.433037022075,NA,2020-06-07,Jun,7,WV
Wisconsin,2020-06-07T03:53:50Z,44.2685,-89.6165,20571,645,13770,6156,55,353.3058511268655,335373,2832,3.1354819892081087,5760.013767438154,13.766953478197463,2020-06-07,Jun,7,WI
Wyoming,2020-06-07T03:53:50Z,42.756,-107.3025,939,17,757,165,56,162.24369729023653,28508,90,1.810436634717785,4925.711738391973,9.584664536741213,2020-06-07,Jun,7,WY
Alabama,2020-06-08T03:33:42Z,32.3182,-86.9023,20500,692,11395,8413,1,418.0955848086499,259566,2022,3.375609756097561,5293.824320314245,9.863414634146341,2020-06-08,Jun,8,AL
Alaska,2020-06-08T03:33:42Z,61.3707,-152.4044,543,10,382,151,2,74.22646590435312,64904,NA,1.8416206261510129,8872.181478924742,NA,2020-06-08,Jun,8,AK
Arizona,2020-06-08T03:33:42Z,33.7298,-111.4312,26989,1051,5517,20421,4,370.7933692160308,281621,3352,3.894179110007781,3869.1022057870914,12.419874763792656,2020-06-08,Jun,8,AZ
Arkansas,2020-06-08T03:33:42Z,34.9697,-92.3731,9426,154,6424,2848,5,312.3463286548762,160273,844,1.6337789093995332,5310.914824156904,8.953957139826013,2020-06-08,Jun,8,AR
California,2020-06-08T03:33:42Z,36.1162,-119.6816,130615,4632,NA,125983,6,330.5685939259859,2362218,NA,3.546300195230257,5978.448744835237,NA,2020-06-08,Jun,8,CA
Colorado,2020-06-08T03:33:42Z,39.0598,-105.3111,27987,1527,4074,22386,8,485.99206492535865,213014,4480,5.456104620002144,3698.9714409550984,16.007432022010217,2020-06-08,Jun,8,CO
Connecticut,2020-06-08T03:33:42Z,41.5978,-72.7554,43968,4071,7284,32613,9,1233.2247025274544,302354,9669,9.259006550218341,8480.495399108122,21.99099344978166,2020-06-08,Jun,8,CT
Delaware,2020-06-08T03:33:42Z,39.3185,-75.5071,9942,398,5792,3752,10,1020.9866045571617,68997,NA,4.003218668276001,7085.597742368787,NA,2020-06-08,Jun,8,DE
District of Columbia,2020-06-08T03:33:42Z,38.8974,-77.0268,9332,489,1143,7700,11,1322.283134655522,54547,NA,5.240034290612945,7728.951794476507,NA,2020-06-08,Jun,8,DC
Florida,2020-06-08T03:33:42Z,27.7663,-81.6868,63938,2700,NA,61238,12,297.694305503415,1216158,11215,4.22284087709969,5662.412199199571,17.54042979136038,2020-06-08,Jun,8,FL
Georgia,2020-06-08T03:33:42Z,33.0406,-83.6431,51898,2180,NA,49718,13,488.8003426066758,539884,8685,4.200547227253459,5084.887359201945,16.734748930594627,2020-06-08,Jun,8,GA
Hawaii,2020-06-08T03:33:42Z,21.0943,-157.4983,675,17,616,42,15,47.67380102156127,54055,83,2.5185185185185186,3817.788613659992,12.296296296296296,2020-06-08,Jun,8,HI
Idaho,2020-06-08T03:33:42Z,44.2405,-114.4788,3139,83,2461,595,16,175.6511374796104,56041,260,2.6441541892322395,3135.9239870961605,8.282892640968461,2020-06-08,Jun,8,ID
Illinois,2020-06-08T03:33:42Z,40.3495,-88.9861,127757,5904,NA,121853,17,1008.1976378927701,1042774,NA,4.621273198337469,8229.077730817062,NA,2020-06-08,Jun,8,IL
Indiana,2020-06-08T03:33:42Z,39.8494,-86.2583,37397,2303,25138,9956,18,555.4929214275412,304263,6136,6.158247987806509,4519.505381509425,16.407733240634276,2020-06-08,Jun,8,IN
Iowa,2020-06-08T03:33:42Z,42.0115,-93.2105,21712,605,12805,8302,19,688.1622277794154,188192,NA,2.7864775239498893,5964.748801135949,NA,2020-06-08,Jun,8,IA
Kansas,2020-06-08T03:33:42Z,38.5266,-96.7265,10406,233,612,9561,20,357.1877250443996,113653,917,2.2390928310590046,3901.158611807721,8.812223717086296,2020-06-08,Jun,8,KS
Kentucky,2020-06-08T03:33:42Z,37.6681,-84.6701,11287,470,3344,7473,21,252.63711108668875,249062,2361,4.164082572871445,5574.758940504375,20.917870116062726,2020-06-08,Jun,8,KY
Louisiana,2020-06-08T03:33:42Z,31.1695,-91.8678,42816,2936,31728,8152,22,921.0130627427243,434065,NA,6.857249626307922,9337.152818558963,NA,2020-06-08,Jun,8,LA
Maine,2020-06-08T03:33:42Z,44.6939,-69.3819,2570,99,1864,607,23,191.190080136169,58969,298,3.8521400778210118,4386.882426283949,11.59533073929961,2020-06-08,Jun,8,ME
Maryland,2020-06-08T03:33:42Z,39.0639,-76.8021,57973,2749,4240,50984,24,958.9161186169298,364803,9546,4.741862591206251,6034.110306863744,16.466286029703483,2020-06-08,Jun,8,MD
Massachusetts,2020-06-08T03:33:42Z,42.2302,-71.5301,103436,7316,NA,96120,25,1500.7030102126905,652490,10393,7.072972659422251,9466.662546247713,10.047759000734754,2020-06-08,Jun,8,MA
Michigan,2020-06-08T03:33:42Z,43.3266,-84.5361,64648,5898,42041,16709,26,644.9776941834654,710718,NA,9.151879279027526,7116.533259663175,NA,2020-06-08,Jun,8,MI
Minnesota,2020-06-08T03:33:42Z,45.6945,-93.9002,27886,1197,22992,3697,27,494.4648870706457,344203,3367,4.292476511511152,6103.288299662106,12.074159076238972,2020-06-08,Jun,8,MN
Mississippi,2020-06-08T03:33:42Z,32.7416,-89.6787,17270,817,11203,5250,28,580.2800867832894,203249,2522,4.730746960046323,6829.261572589276,14.603358425014475,2020-06-08,Jun,8,MS
Missouri,2020-06-08T03:33:42Z,38.4561,-92.2884,15023,815,NA,14208,29,244.77680226961522,236858,NA,5.425014977035213,3859.238756039175,NA,2020-06-08,Jun,8,MO
Montana,2020-06-08T03:33:42Z,46.9219,-110.4544,545,18,475,52,30,50.99281609464267,47378,69,3.302752293577982,4432.913102627486,12.660550458715596,2020-06-08,Jun,8,MT
Nebraska,2020-06-08T03:33:42Z,41.1254,-98.2681,15664,187,8255,7222,31,809.7567834707053,119769,928,1.1938202247191012,6191.506652164383,5.9244126659857,2020-06-08,Jun,8,NE
Nevada,2020-06-08T03:33:42Z,38.3135,-117.0554,9669,438,522,8709,32,313.9126719555763,175697,NA,4.52994104871238,5704.159139991611,NA,2020-06-08,Jun,8,NV
New Hampshire,2020-06-08T03:33:42Z,43.4525,-71.5639,5043,286,3319,1438,33,370.88763715230664,84009,487,5.671227443981757,6178.445272561596,9.656950228038866,2020-06-08,Jun,8,NH
New Jersey,2020-06-08T03:33:42Z,40.2989,-74.521,164164,12176,27824,124164,34,1848.237878271012,960425,18050,7.416973270631807,10812.930144480133,10.995102458517092,2020-06-08,Jun,8,NJ
New Mexico,2020-06-08T03:33:42Z,34.8405,-106.2485,8940,396,3286,5258,35,426.35808642478713,229147,1489,4.429530201342282,10928.26358277189,16.655480984340045,2020-06-08,Jun,8,NM
New York,2020-06-08T03:33:42Z,42.1657,-74.9481,378097,30374,67544,280179,36,1943.5876033184875,2497842,89995,8.033388257510639,12840.024507595293,23.802093113671887,2020-06-08,Jun,8,NY
North Carolina,2020-06-08T03:33:42Z,35.6301,-79.8064,35625,1032,18860,15733,37,339.67119256481925,511226,NA,2.896842105263158,4874.350739372416,NA,2020-06-08,Jun,8,NC
North Dakota,2020-06-08T03:33:42Z,47.5289,-99.78399999999999,2861,72,2307,482,38,375.4287708874081,79933,183,2.516602586508214,10489.041574045157,6.396364907375044,2020-06-08,Jun,8,ND
Ohio,2020-06-08T03:33:42Z,40.3888,-82.7649,38476,2379,NA,36097,39,329.1613554508046,469024,6497,6.183075163738434,4012.490268711877,16.88585092005406,2020-06-08,Jun,8,OH
Oklahoma,2020-06-08T03:33:42Z,35.5653,-96.9289,7150,348,5981,821,40,180.6937680362075,221748,1026,4.8671328671328675,5603.983450978033,14.34965034965035,2020-06-08,Jun,8,OK
Oregon,2020-06-08T03:33:42Z,44.571999999999996,-122.0709,4662,163,2237,2262,41,110.53320773675551,148400,819,3.4963534963534966,3518.4744805093346,17.56756756756757,2020-06-08,Jun,8,OR
Pennsylvania,2020-06-08T03:33:42Z,40.5908,-77.2098,79908,5943,53670,20295,42,624.1842576180935,520385,NA,7.437302898333083,4064.8761688515747,NA,2020-06-08,Jun,8,PA
Rhode Island,2020-06-08T03:33:42Z,41.6809,-71.5118,15441,772,1336,13333,44,1457.5767844955592,170739,1775,4.999676186775468,16117.168746064845,11.495369470889191,2020-06-08,Jun,8,RI
South Carolina,2020-06-08T03:33:42Z,33.8569,-80.945,14286,546,7347,6393,45,277.467344272764,237859,1814,3.821923561528769,4619.774957397129,12.697746045079098,2020-06-08,Jun,8,SC
South Dakota,2020-06-08T03:33:42Z,44.2998,-99.4388,5438,65,4335,1038,46,614.700127393719,57060,478,1.1952923869069512,6449.942859339022,8.789996322177272,2020-06-08,Jun,8,SD
Tennessee,2020-06-08T03:33:42Z,35.7478,-86.6923,26493,418,17222,8853,47,387.93857060897847,498768,1932,1.577775261389801,7303.489411750235,7.292492356471521,2020-06-08,Jun,8,TN
Texas,2020-06-08T03:33:42Z,31.0545,-97.5635,75408,1841,49758,23809,48,260.0645243370946,1100446,NA,2.4413855293868023,3795.180425799099,NA,2020-06-08,Jun,8,TX
Utah,2020-06-08T03:33:42Z,40.15,-111.8624,12066,121,7108,4837,49,376.36176144540883,237951,900,1.002817835239516,7422.149635148059,7.458975634012929,2020-06-08,Jun,8,UT
Vermont,2020-06-08T03:33:42Z,44.0459,-72.7107,1063,55,890,118,50,170.35556716544681,41218,NA,5.174035747883349,6605.565162206385,NA,2020-06-08,Jun,8,VT
Virginia,2020-06-08T03:33:42Z,37.7693,-78.17,50681,1472,6538,42671,51,578.7228638352278,379816,7724,2.9576694940988317,4449.829002782373,15.63657712006802,2020-06-08,Jun,8,VA
Washington,2020-06-08T03:33:42Z,47.4009,-121.4905,23729,1157,NA,22572,53,311.61304564620934,400588,3652,4.875890260862236,5260.586064702419,15.390450503603185,2020-06-08,Jun,8,WA
West Virginia,2020-06-08T03:33:42Z,38.4912,-80.9545,2144,84,1451,609,54,119.63304349475797,111807,NA,3.917910447761194,6238.718140866793,NA,2020-06-08,Jun,8,WV
Wisconsin,2020-06-08T03:33:42Z,44.2685,-89.6165,20835,647,14047,6141,55,357.8400373452065,346702,2848,3.10535157187425,5954.5887510274915,13.66930645548356,2020-06-08,Jun,8,WI
Wyoming,2020-06-08T03:33:42Z,42.756,-107.3025,947,17,757,173,56,163.6259652117721,28751,90,1.7951425554382259,4967.698126508616,9.503695881731785,2020-06-08,Jun,8,WY
Alabama,2020-06-09T03:33:19Z,32.3182,-86.9023,20925,718,11395,8812,1,426.7634201034634,259991,2054,3.4313022700119475,5302.4921556090585,9.816009557945042,2020-06-09,Jun,9,AL
Alaska,2020-06-09T03:33:19Z,61.3707,-152.4044,562,10,384,168,2,76.8237087260524,65912,NA,1.7793594306049823,9009.97204546542,NA,2020-06-09,Jun,9,AK
Arizona,2020-06-09T03:33:19Z,33.7298,-111.4312,27678,1053,5639,20986,4,380.2593231746749,288081,3377,3.804465640580967,3957.854110827499,12.201026085699834,2020-06-09,Jun,9,AZ
Arkansas,2020-06-09T03:33:19Z,34.9697,-92.3731,9740,155,6424,3161,5,322.7512456077333,160587,844,1.591375770020534,5321.319741109761,8.6652977412731,2020-06-09,Jun,9,AR
California,2020-06-09T03:33:19Z,36.1162,-119.6816,133816,4657,NA,129159,6,338.6698845063716,2431190,NA,3.480151850301907,6153.007387106516,NA,2020-06-09,Jun,9,CA
Colorado,2020-06-09T03:33:19Z,39.0598,-105.3111,28169,1543,4091,22535,8,489.15248068326105,217484,4485,5.47765273882637,3776.592641162922,15.921757960878981,2020-06-09,Jun,9,CO
Connecticut,2020-06-09T03:33:19Z,41.5978,-72.7554,44092,4084,7284,32724,9,1236.7026834024862,308071,9669,9.262451238319876,8640.847146386812,21.92914814478817,2020-06-09,Jun,9,CT
Delaware,2020-06-09T03:33:19Z,39.3185,-75.5071,9972,398,5791,3783,10,1024.0674331768273,69947,NA,3.99117529081428,7183.157315324863,NA,2020-06-09,Jun,9,DE
District of Columbia,2020-06-09T03:33:19Z,38.8974,-77.0268,9389,491,1143,7755,11,1330.3596604458526,55766,NA,5.229523910959633,7901.676091641646,NA,2020-06-09,Jun,9,DC
Florida,2020-06-09T03:33:19Z,27.7663,-81.6868,64904,2712,NA,62192,12,302.1919860551417,1234550,11282,4.178478984346111,5748.045057074682,17.382595833846914,2020-06-09,Jun,9,FL
Georgia,2020-06-09T03:33:19Z,33.0406,-83.6431,52497,2208,NA,50289,13,494.44201290652165,549375,8746,4.205954625978627,5174.278165238401,16.65999961902585,2020-06-09,Jun,9,GA
Hawaii,2020-06-09T03:33:19Z,21.0943,-157.4983,676,17,617,42,15,47.74442887492655,55147,84,2.514792899408284,3894.9142295348734,12.42603550295858,2020-06-09,Jun,9,HI
Idaho,2020-06-09T03:33:19Z,44.2405,-114.4788,3189,83,2461,645,16,178.44902116039427,56041,260,2.6026967701473818,3135.9239870961605,8.153026026967702,2020-06-09,Jun,9,ID
Illinois,2020-06-09T03:33:19Z,40.3495,-88.9861,128415,5924,NA,122491,17,1013.3902617469107,1059597,NA,4.613168243585251,8361.836866224672,NA,2020-06-09,Jun,9,IL
Indiana,2020-06-09T03:33:19Z,39.8494,-86.2583,37623,2316,25608,9699,18,558.8499126365318,309503,6179,6.155808946654972,4597.34004493912,16.42346437019908,2020-06-09,Jun,9,IN
Iowa,2020-06-09T03:33:19Z,42.0115,-93.2105,22007,617,13028,8362,19,697.5122580481574,193622,NA,2.8036533830144954,6136.852748116524,NA,2020-06-09,Jun,9,IA
Kansas,2020-06-09T03:33:19Z,38.5266,-96.7265,10544,236,625,9683,20,361.92459858429265,119509,936,2.2382397572078907,4102.166810717966,8.877086494688923,2020-06-09,Jun,9,KS
Kentucky,2020-06-09T03:33:19Z,37.6681,-84.6701,11476,472,3359,7645,21,256.8675012696766,252857,2368,4.112931334959916,5659.70248941675,20.634367375392124,2020-06-09,Jun,9,KY
Louisiana,2020-06-09T03:33:19Z,31.1695,-91.8678,43050,2944,33904,6202,22,926.0466262863014,442602,NA,6.83855981416957,9520.79184407827,NA,2020-06-09,Jun,9,LA
Maine,2020-06-09T03:33:19Z,44.6939,-69.3819,2588,99,1891,598,23,192.5291546273951,61645,301,3.8253477588871716,4585.958167312894,11.630602782071097,2020-06-09,Jun,9,ME
Maryland,2020-06-09T03:33:19Z,39.0639,-76.8021,58404,2776,4240,51388,24,966.0451760595996,371503,9629,4.753099102801178,6144.933241587381,16.486884459968497,2020-06-09,Jun,9,MD
Massachusetts,2020-06-09T03:33:19Z,42.2302,-71.5301,103626,7353,NA,96273,25,1503.459628526821,657269,10425,7.095709570957096,9535.99875110682,10.060216547970587,2020-06-09,Jun,9,MA
Michigan,2020-06-09T03:33:19Z,43.3266,-84.5361,64944,5916,42041,16987,26,644.9776941834654,721035,NA,9.151879279027526,7219.839034442968,NA,2020-06-09,Jun,9,MI
Minnesota,2020-06-09T03:33:19Z,45.6945,-93.9002,28224,1208,23657,3359,27,500.45818592418794,354226,3401,4.280045351473923,6281.012661819069,12.050028344671201,2020-06-09,Jun,9,MN
Mississippi,2020-06-09T03:33:19Z,32.7416,-89.6787,17768,837,13356,3575,28,597.0131199748399,208212,2535,4.710715893741558,6996.020696544427,14.267221972084647,2020-06-09,Jun,9,MS
Missouri,2020-06-09T03:33:19Z,38.4561,-92.2884,15158,823,NA,14335,29,246.97642074171787,241461,NA,5.429476184193165,3934.2375992027933,NA,2020-06-09,Jun,9,MO
Montana,2020-06-09T03:33:19Z,46.9219,-110.4544,548,18,475,55,30,51.273510495163634,51592,69,3.2846715328467155,4827.195170559275,12.591240875912408,2020-06-09,Jun,9,MT
Nebraska,2020-06-09T03:33:19Z,41.1254,-98.2681,15786,188,8455,7143,31,816.0636225656635,121407,935,1.190928670974281,6276.18372132456,5.922969720005068,2020-06-09,Jun,9,NE
Nevada,2020-06-09T03:33:19Z,38.3135,-117.0554,9816,442,522,8852,32,318.6851575050095,180003,NA,4.502852485737571,5843.957254113104,NA,2020-06-09,Jun,9,NV
New Hampshire,2020-06-09T03:33:19Z,43.4525,-71.5639,5079,286,3392,1401,33,373.5352585953927,85552,489,5.631029730261862,6291.925269413868,9.627879503839338,2020-06-09,Jun,9,NH
New Jersey,2020-06-09T03:33:19Z,40.2989,-74.521,164497,12214,27941,124342,34,1851.986953667958,975089,18050,7.425059423576114,10978.024563761865,10.972844489565158,2020-06-09,Jun,9,NJ
New Mexico,2020-06-09T03:33:19Z,34.8405,-106.2485,9062,400,3307,5355,35,432.17639588159074,234375,1533,4.414036636504083,11177.59245031426,16.9167954094019,2020-06-09,Jun,9,NM
New York,2020-06-09T03:33:19Z,42.1657,-74.9481,378799,30417,67687,280695,36,1947.1961971384058,2555896,89995,8.02985224353813,13138.448019876669,23.757982465634807,2020-06-09,Jun,9,NY
North Carolina,2020-06-09T03:33:19Z,35.6301,-79.8064,36517,1041,23653,11823,37,348.176082495144,520113,NA,2.850727058630227,4959.08499588676,NA,2020-06-09,Jun,9,NC
North Dakota,2020-06-09T03:33:19Z,47.5289,-99.78399999999999,2880,72,2336,472,38,377.92200634594036,80180,184,2.5,10521.453635006075,6.388888888888889,2020-06-09,Jun,9,ND
Ohio,2020-06-09T03:33:19Z,40.3888,-82.7649,38837,2406,NA,36431,39,332.2497027144947,476818,6550,6.195123207250817,4079.167771684732,16.86536035224142,2020-06-09,Jun,9,OH
Oklahoma,2020-06-09T03:33:19Z,35.5653,-96.9289,7205,348,6014,843,40,182.0837200980245,221803,1039,4.829979181124219,5605.37340303985,14.420541290770299,2020-06-09,Jun,9,OK
Oregon,2020-06-09T03:33:19Z,44.571999999999996,-122.0709,4922,164,2237,2521,41,116.69765089667753,149879,843,3.331978870377895,3553.5406783305834,17.127184071515643,2020-06-09,Jun,9,OR
Pennsylvania,2020-06-09T03:33:19Z,40.5908,-77.2098,80339,5953,53670,20716,42,627.5509219700158,527950,NA,7.409850757415452,4123.968548949699,NA,2020-06-09,Jun,9,PA
Rhode Island,2020-06-09T03:33:19Z,41.6809,-71.5118,15642,799,1390,13453,44,1476.5504865669022,179169,1807,5.108042449814602,16912.931474728633,11.552231172484337,2020-06-09,Jun,9,RI
South Carolina,2020-06-09T03:33:19Z,33.8569,-80.945,14800,557,7347,6896,45,287.45041965819036,244661,1814,3.7635135135135136,4751.885616485981,12.256756756756756,2020-06-09,Jun,9,SC
South Dakota,2020-06-09T03:33:19Z,44.2998,-99.4388,5471,65,4403,1003,46,618.4303782587415,57819,482,1.1880826174373973,6535.738629234541,8.81008956315116,2020-06-09,Jun,9,SD
Tennessee,2020-06-09T03:33:19Z,35.7478,-86.6923,27005,421,17563,9021,47,395.43581698167304,512763,1948,1.5589705610072209,7508.419026956994,7.213478985373079,2020-06-09,Jun,9,TN
Texas,2020-06-09T03:33:19Z,31.0545,-97.5635,76463,1848,49758,24857,48,263.70297215663146,1100446,NA,2.416855211017093,3795.180425799099,NA,2020-06-09,Jun,9,TX
Utah,2020-06-09T03:33:19Z,40.15,-111.8624,12322,124,7255,4943,49,384.3468941264982,242899,918,1.0063301412108423,7576.487277749739,7.450089271222204,2020-06-09,Jun,9,UT
Vermont,2020-06-09T03:33:19Z,44.0459,-72.7107,1075,55,895,125,50,172.27867798951584,42798,NA,5.116279069767442,6858.774754042139,NA,2020-06-09,Jun,9,VT
Virginia,2020-06-09T03:33:19Z,37.7693,-78.17,51251,1477,6557,43217,51,600.4438628746535,383592,7730,2.8818949874148796,4494.067671807655,15.082632533999337,2020-06-09,Jun,9,VA
Washington,2020-06-09T03:33:19Z,47.4009,-121.4905,24041,1161,NA,22880,53,315.7102798424088,405056,3669,4.829250031196706,5319.260559537737,15.261428393161681,2020-06-09,Jun,9,WA
West Virginia,2020-06-09T03:33:19Z,38.4912,-80.9545,2161,84,1468,609,54,120.5816263956026,113605,NA,3.887089310504396,6339.044732379654,NA,2020-06-09,Jun,9,WV
Wisconsin,2020-06-09T03:33:19Z,44.2685,-89.6165,21038,646,14242,6150,55,361.326551747946,354291,2860,3.070634090693032,6084.929429856998,13.594448141458313,2020-06-09,Jun,9,WI
Wyoming,2020-06-09T03:33:19Z,42.756,-107.3025,960,17,773,170,56,165.87215058426736,29974,91,1.7708333333333333,5179.0123350133645,9.479166666666666,2020-06-09,Jun,9,WY
Alabama,2020-06-10T04:07:14Z,32.3182,-86.9023,21422,729,11395,9298,1,436.8996886717511,267739,2087,3.403043600037345,5460.511891760152,9.742320978433387,2020-06-10,Jun,10,AL
Alaska,2020-06-10T04:07:14Z,61.3707,-152.4044,572,11,389,172,2,78.19067863220991,66890,NA,1.9230769230769231,9143.661702287623,NA,2020-06-10,Jun,10,AK
Arizona,2020-06-10T04:07:14Z,33.7298,-111.4312,28296,1076,5764,21456,4,388.74983049897395,293213,3406,3.8026576194515127,4028.361042200157,12.037037037037036,2020-06-10,Jun,10,AZ
Arkansas,2020-06-10T04:07:14Z,34.9697,-92.3731,10080,161,6875,3044,5,334.01771619362955,165781,865,1.5972222222222223,5493.431647648423,8.581349206349206,2020-06-10,Jun,10,AR
California,2020-06-10T04:07:14Z,36.1162,-119.6816,136641,4745,NA,131896,6,345.8195708198954,2486245,NA,3.4726033913686227,6292.344017191845,NA,2020-06-10,Jun,10,CA
Colorado,2020-06-10T04:07:14Z,39.0598,-105.3111,28333,1553,4112,22668,8,492.00032784972257,221887,4859,5.4812409557759505,3853.0503916137154,17.149613524865,2020-06-10,Jun,10,CO
Connecticut,2020-06-10T04:07:14Z,41.5978,-72.7554,44179,4097,7284,32798,9,1239.1428796615812,312651,9669,9.273636795762693,8769.308052900089,21.88596391950927,2020-06-10,Jun,10,CT
Delaware,2020-06-10T04:07:14Z,39.3185,-75.5071,10020,410,5888,3722,10,1028.9967589682922,70753,NA,4.091816367265469,7265.928910906544,NA,2020-06-10,Jun,10,DE
District of Columbia,2020-06-10T04:07:14Z,38.8974,-77.0268,9474,495,1143,7836,11,1342.4036024138893,57152,NA,5.2248258391386955,8098.063192438105,NA,2020-06-10,Jun,10,DC
Florida,2020-06-10T04:07:14Z,27.7663,-81.6868,66000,2765,NA,63235,12,307.2949445279081,1258305,11460,4.1893939393939394,5858.6479571846885,17.363636363636363,2020-06-10,Jun,10,FL
Georgia,2020-06-10T04:07:14Z,33.0406,-83.6431,53249,2285,NA,50964,13,501.52471084556015,557183,8872,4.291160397378355,5247.817667243737,16.661345752971886,2020-06-10,Jun,10,GA
Hawaii,2020-06-10T04:07:14Z,21.0943,-157.4983,682,17,618,47,15,48.168195995118204,55474,84,2.4926686217008798,3918.0095375853184,12.316715542521994,2020-06-10,Jun,10,HI
Idaho,2020-06-10T04:07:14Z,44.2405,-114.4788,3221,85,2509,627,16,180.23966671609594,57677,260,2.6389320086929526,3227.470741131408,8.072027320707855,2020-06-10,Jun,10,ID
Illinois,2020-06-10T04:07:14Z,40.3495,-88.9861,129212,6018,NA,123194,17,1019.6798076614245,1079906,NA,4.6574621552177815,8522.10585992337,NA,2020-06-10,Jun,10,IL
